Time;Periode;Comments
2020-01-16T02:22:40Z;Maret;Wek wek wek wek...Nazwa di lawan....  Benar-benar menghambat kerja KPK
2020-01-16T02:22:08Z;Maret;Aduh dewan pengawas KPK Kenapa boomer semua jago jaga diri ketika dipojokkan
2020-01-16T02:21:59Z;Maret;NKRI HARGA MAMPUS ,KPK JUGA PERLAHAN DI BIKIN MAMPUS
2020-01-16T02:21:21Z;Maret;Ijin dulu donk kalau mau korupsi,rakyat sdh pintar jaman now yg mana melemahkan KPK,panggung sandiwara
2020-01-16T02:21:03Z;Maret;Keras mbak nana.... Biasa ada udang dibalik batu... Jika tidak disetrum airnya gak bakal keluar/mati hehehhee ...mantaaaan
2020-01-16T02:20:55Z;Maret;Masak mau nangkap maling harus izin dulu.. <br>Hahaha.. <br>Lebih mulia maling uang rakyat dari maling ayam lagi.. <br>Klu maling ayam langsung di gebukin warga.. <br>Nih maling uang rakyat sampai ratusan milyar kok minta izin dulu.. <br>Nasib negara ku sekarang miris.. <br>Karna isi nya penuh penghianat dan maling uang rakyat..
2020-01-16T02:20:36Z;Maret;Kenapa mahasiswa tidak di demo lagi sampai presiden menyetujui uud sudah melemahkan KPK dan sekarang sudah terbukti melemahkan. Disini jelas presiden yang menyutujui UUD yang direvisini dan akan menjadi sejarah sepanjang masa bahwa pemerintah sekarang yang ikut melemahkan KPK
2020-01-16T02:20:33Z;Maret;Kpk sekarang tertutup
2020-01-16T02:20:31Z;Maret;Hahaha ijinnya aja belum diajukan oleh kpk, makanya ketua kpk g mau datang semua ke mata najwa. Kpk sengaja membuat narasi bahwa dewan pengawas g mau memberi ijin
2020-01-16T02:19:20Z;Maret;Klo bisa dipersulit, kenapa dipermudah!.. Berak!.
2020-01-16T02:19:04Z;Maret;KPU bisa digeledah, kenapa PDIP gak bisa?
2020-01-16T02:18:51Z;Maret;Keinginan masyarakat hanya koruptor dihukum berat. Kenapa serumit ini sih ?
2020-01-16T02:18:51Z;Maret;Tragis melihat Johan Budi.... Dulu dia idolaku waktu di KPK.... Tenang ..kalem dan grasak geruduk dlm menjawab tudingan. Tp sekarang 180 derajat berubah mulai dari sikap dan gaya bicaranya udh spt Ruhut... Ternyata jas merah yg ada lambang ganteng nya  bisa merubah segalanya.
2020-01-16T02:18:13Z;Maret;"&quot;kekuasan sudah absolut.&quot; - 2020"
2020-01-16T02:17:49Z;Maret;Kalau bersih kenapa harus risih
2020-01-16T02:17:39Z;Maret;Ini jelas dampak revisi UU KPK, borok banget rezim ini, Hasto tangkap, partai yg pro koruptor sdh jelas
2020-01-16T02:17:28Z;Maret;Mencermati mekanisme administrasi yg dilakukan PDIP ke MA hemat sy tdk ada yg salah... namun jika ada ruang gelap yg dimanfaatkan oleh personal maka inilah yg salah.... sehingga media tak bijak jika mengeneralisasi masalah agar semua pihak sebagai Turut Serta....
2020-01-16T02:16:32Z;Maret;Kpk makin lemah
2020-01-16T02:16:31Z;Maret;Yg saya tangkap Dewan pengawas belum keluarkan ijin u/ partai penguasa. Saya semakin muak dg korupsi yang menggerus keringat rakyat. Negara yang rugi rakyat yang diperas.
2020-01-16T02:15:53Z;Maret;Bagaimana kalau kita gulingkan DPR MPR. Sudah tidak guna Parpol. Dan menuntut BUBARKAN partai Politik. Duri dalam daging saja mereka
2020-01-16T02:15:32Z;Maret;malu tu orang tua melengos melengos pak.kau dah TUA KERJA YG JUJUR kuburan udah di kaki
2020-01-16T02:13:44Z;Maret;Dewas d tunjuk oleh persiden,Maling nya anak buah nya persiden semua...ha ha ha...
2020-01-16T02:13:31Z;Maret;Dilemahkan lebih baik dibubarkan saja. <br>Biar yg ga edan ora keduman.
2020-01-16T02:13:28Z;Maret;Kalau manusia yg kebanyakan titel kebanyakan kalau bicara selalu berbelit2 kayak kayak orang yg berak mencret,,,! ????????
2020-01-16T02:11:23Z;Maret;Negara indonesia di tebus dengan darah para pahlawan,,kenapa jadi begini miris sekali..
2020-01-16T02:11:01Z;Maret;Oknum2 KPK dan Oknum2 Parpol seperti main dagelan??
2020-01-16T02:10:28Z;Maret;penguasa ingin mentumpulkan KPK sejak awal, mereka takut mkanx sgala daya  apapun mereka ingin supaya KPK tidak tegas hayu KPK KAU NYAWA RAKYAT INDONESIA
2020-01-16T02:09:49Z;Maret;Bukannya belum mengajukan. Bisa jadi sudah diajukan tetapi tidak diijinkan oleh dewan pengawas. Makanya sampai saat ini belum ada penggeledahan di kantor DPP PDI
2020-01-16T02:08:36Z;Maret;MEREKA SEMUAAAAAA SUDAH MASUK D LINGKARAN IBLIS2...
2020-01-16T02:08:19Z;Maret;"&quot;1x24 jam dewas berkomitmen pasti akan merespon permintaan izin dari KPK, baik itu memberikan atau tidak memberikan&quot;<br><br>Penafsiran Najwa: Pimpinan KPK belum mengajukan izin kepada dewas.<br>Penafsiran saya: Dewas tidak mengizinkan KPK, entah apa alasannya."
2020-01-16T02:07:56Z;Maret;Sengaja di lemahkan Pemerintah..., utk menutupi Kasus Pemilu...<br>Yg kedua PDIP itu dari dulu memang Sarangnya Koruptor yg Berkedok Pancasila...
2020-01-16T02:07:45Z;Maret;Ketua DEWAS..KELIHATAN..KETAKUTAN JABATANYA HILAAANG..BILAAA TIDAK NURUT SAMA APA YG D MNTA DRI PARTAI PDIP
2020-01-16T02:07:29Z;Maret;BERARTI TIDAK DI KASI IJIN.
2020-01-16T02:06:40Z;Maret;Sudah tahu lah,,apapun omongannya toh jalurnya juga sudah faham kemana. Gk mungkin yg dilantik melawan yg melantik !! Dari sini faham kan ?
2020-01-16T02:06:20Z;Maret;Yg pantes jdi pimpinan KPK mba nana bukanya mas firly
2020-01-16T02:06:02Z;Maret;Kenapa dwan pngawas tidak mebri ijin.prtanyaan sedrhana ya.trnyata jawabannya tidak sesedrhana yg q bayangkan.<br>Adoooh jawabannya sprti maling ketangkap basah tapi  gk mau ngaku.
2020-01-16T02:05:28Z;Maret;Muter2 jawaban ny, gk profesional. Klo orang baik sekalian masih mkan gaji dari rakyat, otomatis bisa terjerumus. Klo belom ngasih izin ya bilang aja belom. Klo uda ada izin bilang uda ada. Ini orang macam gk sekolah. Bnyak alibi.
2020-01-16T02:05:25Z;Maret;Ngomong bau mulut lo<br>Buktikan kpk sekarang lemah<br>Pantesan saja kpk lemah<br>Orang pengawas nya dipilih jokowi<br>Sedangkan jokowi mamang mau melemahkan kpk<br>Karna kpk dianggap menghambat inpestasi<br>Bubarkan saja ini dewas<br>Dewas ini bamgsat pelemah kpk
2020-01-16T02:05:10Z;Maret;Gimana mau bekerja efektif,dewas ditjnjuk dan diangkat oleh presiden,gmn dewas mau bekerja efektiv kl yg mau ditindak org2nya presiden...???
2020-01-16T02:04:58Z;Maret;Politikus kalo jujur gak bernama pokitikus, tapi pengabdi rakyat,
2020-01-16T02:03:44Z;Maret;pengorbanan  yg sia2 harta tenaga bahkan nyawa oleh mahasiswa tidak dihargai oleh penguasa
2020-01-16T02:01:44Z;Maret;JUDULNYA MENGERIKAN,  MAU AMBIL TELOR DI KANDANG HARIMAU.
2020-01-16T02:00:31Z;Maret;Berarti ngga di kasih ijin atau blm minta ijin? ??????
2020-01-16T01:58:54Z;Maret;Iya gak berani ngasih ijin biar dihapus BBnya, soalnya partai yang berkuasa dan petugas partainya banyak yang jadi petinggi di negara ini
2020-01-16T01:58:46Z;Maret;Klo korupsi bagi² donk ??????
2020-01-16T01:58:28Z;Maret;Jawabannya muter muter kayak moto GP
2020-01-16T01:57:42Z;Maret;Emang borok nya di orang parpol..
2020-01-16T01:56:25Z;Maret;Biasanya di mata najwa ini sarangnya pendukung pemerintah brkomentar,, kok sekarg udh brbalik ya... Hehehe
2020-01-16T01:55:59Z;Maret;"<b>Kalau ada permintaan izin maka Dewas &quot;bisa memberikan izin&quot; atau &quot;bisa tidak memberikan izin&quot; Dewan pengawas kpk itu bukan nanusia separuh Dewa, tp mereka manusia separuh boneka</b><br>??????"
2020-01-16T01:55:07Z;Maret;??????<br>Jangan bermain kata donk.<br>Akui aja tidak mau patuh hukum
2020-01-16T01:54:01Z;Maret;Lah wong dewan pengawas nya orang titipan partai gimana mau fair
2020-01-16T01:53:29Z;Maret;gak peduli partai apapun,kalo liat duit rakusnya kambuh.<br>semoga PSI ttp amanah dan anti korupsi
2020-01-16T01:52:39Z;Maret;makin tinggi pohon makin tinggi pula guncangan...lawan politik pdip memanfaatkan isue ini utk melemahkannya.... PDIP partai yg menjunjung bhinneka tunggal ika...semoga tetap kuat...mendukung anti korupsi dan berjaya lagi 2024..
2020-01-16T01:51:44Z;Maret;ka Najwa, saya amati KPK tidak gagal dalam bekerja tapi saya lihat Dewan Pengawas akan tebang pilih buat izin yg akan diberi dikarenakan mereka di Pilih oleh mayoritas penguasa pemerintahan.
2020-01-16T01:51:38Z;Maret;Pelemahan kpk terbukti,bb ott bisa hilang
2020-01-16T01:50:33Z;Maret;Kelihatan sekali tampang dewas ini munafik tidak mendukung kpk malah mendukung pdip
2020-01-16T01:50:15Z;Maret;Klo urusan suap menyuap.gk jdi masalah buat gue mh.itu kn uang nya sndiri.tapi klo korup uang rakyat uang negara sprti contoh yg ada di BUMN saya kutuk PDIP smoga sukses sllu dan presiden Jokowi smoga jdi pmimpin negri ini seumur hidup.amiiinnn
2020-01-16T01:49:18Z;Maret;saya yakin KPK sekarang kuat dan garang, tapi hanya lemah kepada partai tertentu
2020-01-16T01:49:15Z;Maret;ketika ucapan dan dan fakta tidak sinkron....sangat pede untuk berbicara ketidakbenaran
2020-01-16T01:48:22Z;Maret;dewan pengawas di tunjuk sama presiden, ya ga bakalan dikasih ijin lah
2020-01-16T01:47:30Z;Maret;Selamat! Kalian mengunduh dari siapa yg kalian pilih, bandit-bandit itu.
2020-01-16T01:47:21Z;Maret;Ga mungkin lah KPK belom ajuin!!!<br><br>Keliatanlah dari gaya bahasanya Tumpak ,,hahaa
2020-01-16T01:46:53Z;Maret;Bubarkan Dewan Pengawas KPK karena menghambat kinerja KPK ini lah yg memboroskan ANGGARAN NEGARA kerja nya cuma melindungi PARTAI TERKORUP dengan berbagai cara. Kita tidak heran karena yg terkena OTT PARTAI TERKORUP pasti semua INSTITUSI akan menghambat,makanya dari PEJABAT sampai Presiden pasti  tertular penyakit TOGOG.
2020-01-16T02:36:03Z;Maret;"Setelah berdirinya kpk korupsi masih sering terjadi.Percuma ada KPK mending yg korupsi hukum mati jadi yg lum korupsi takut korupsi.KPK bubarkan saja.Dana kpk kita alihkan ke TNI AL untuk membeli kapal permuka&#39;an cangih dngan rudal2 berpresisi tinggi di kirim ke NATUNA"
2020-10-10T13:32:44Z;Maret;INDONESIA SANGAT SEDANG BENAR BENAR BANGET  TIDAK BAIK BAIK SAJA
2020-10-10T13:15:38Z;Maret;Ini corona di manaa??????  semua karyawan  mengeluh cuti harus sweb kah yang rapid kah . Serba susah mau cuti .  Dan sekarang ini di mana corona di manaa??
2020-10-10T12:54:10Z;Maret;BUBARKAN DPR ( DEWAN PENGHIANAT RAKYAT(
2020-10-10T12:53:14Z;Maret;Nga ada korona kalo ada kaktu demo nga pake masker nga ada yang sakit kecuali sakit dipukulin polisi
2020-10-10T12:51:37Z;Maret;DPR mengutamakan kualisi, ketimbang solusi
2020-10-10T12:45:04Z;Maret;Saya akan selalu mendoakan mba nana untuk jalan yg terbaik.maju mba jgn kedor untuk mengritik penjahat penindas rakyat
2020-10-10T12:40:09Z;Maret;DPR dan P  harus sekolah TKA lagi biyar belajar mikir dan menulis yang benar biyar ngabil keputusan dan rancangan gk asal asalan.
2020-10-10T12:29:21Z;Maret;"SANGAT BENAR PAK SBY..&quot; JANGAN BILANG &quot; APA YG NEGARA BERIKAN PADA KITA...TETAPI BERKATALAH...APA YANG AKAN KITA BERIKAN PADA NEGARA KITA &quot; ..P.SBY????????????"
2020-10-10T12:13:54Z;Maret;Mantap puan hadapi tantangan,  pertahankan bila ada kebaikannya demi bamgsa dan pencari kerja
2020-10-10T12:09:10Z;Maret;Kulihat negeri ini sedang menangis dan besusah hati.<br>Melihat para pemimpin seperti musuh rakyat.
2020-10-10T12:08:44Z;Maret;Ingatkan mba org org yg di butakan sma jabatan,,,klu ga mampu mengurus negara suruh jadi kuli bngunan ajj????
2020-10-10T12:00:19Z;Maret;Kalo mgomong soal anggota dewan maaf kalo boleh jujur di hati saya hanya ada 1 kata yaitu KORUPTOR...
2020-10-10T12:00:12Z;Maret;Mantap,seharusnya dalam keadaan sekarang ini,sebaiknya Kita semua harus fokus untuk menangani Covid 19 ini,bukanya bikin ulah.
2020-10-10T11:54:15Z;Maret;Ingat kata kata gusdur dpr seperti anak tk mungkin sudah saatnya dibubarkan seperti anak anak taman kanak kanak main makan be ol kentut tidur molor modol mbadog
2020-10-10T11:53:36Z;Maret;Calon presiden wanita hebat Indonesia sejah tera
2020-10-10T11:53:05Z;Maret;Profokator,cuihhhh
2020-10-10T11:52:16Z;Maret;kalau di ml ibarat :DPR VS AI  <br>DPR hyper vs masyarakat nob hikkss <br>sanss
2020-10-10T11:52:06Z;Maret;Klu kak natjua yg komen atau kritik, pasti aman, coba kita2 rakyat biasa2 aja. Pasti langsung di bungkam atay apa pun itu, tetap lanjutkan kak natjua, negara ini butuh2 kritikus yg netral. Tanpa pandang bulu atau berat sebelah, sehat selalu kak natjua
2020-10-10T11:51:11Z;Maret;DPR lbh prioritas mmperkaya diri dgn cara korupsi,demi utk mngembalikan modal di kala mncari suara,persyetan dgn suara rakyat yg penting modal kembali dan dpt untung byk buat modal kawin lg....DPR ( DEWAN PENGKHIANAT RAKYAT bkn lg dewan perwakilan rakyat,maka bubarkan...cukup di wakila 5 org sbg pembuat UU mah,sisa uang negaranya buat nyantunin yatim piatu,itu lbh berkah,amin...
2020-10-10T11:50:34Z;Maret;kirim kan pasien korona ke kantor dpr
2020-10-10T11:48:19Z;Maret;DPR<br>Dewan<br>Penghianat<br>Rakyat
2020-10-10T11:41:31Z;Maret;sangat pas jika mnjadi seorang mentri... cerdas... tegas...
2020-10-10T11:39:13Z;Maret;Calon presiden masa mendatang pengganti jokowi dipersiapkan untuk menjadi presiden wanita kedua setelah megawati soekarno putri
2020-10-10T11:30:43Z;Maret;Mantap lanjutkan perjuanganmu kk sebagai jurnalis...
2020-10-10T11:27:51Z;Maret;Kelak rakyat Indonesia mau ngapain aja ada undang undang nya.  berontak di tuduh makar dan di tuduh  pengkhianat negara... Trus mau nya apa se para pejabat negara ini
2020-10-10T11:17:39Z;Maret;"Cakep tayangan ini mewakili rakyat mba nana salam subcribe  putri keluarga imuslim ta&#39;at"
2020-10-10T11:13:58Z;Maret;Semoga didengarkan
2020-10-10T11:11:47Z;Maret;Denger denger nih yg pada DEMO kemaren itu mereka mereka itu cuma kemakan hoax ,,kata pasukan kiri sih di sosmed
2020-10-10T11:09:37Z;Maret;saat pileg ngandalin serangan fajar k rakyat. gini nih akibatnya. DPR diisi orang pintar, bernurani, tapi.... bohong ????
2020-10-10T11:07:27Z;Maret;Mba buat video kayak gini gak akan di tanggapi sama dpr korup itu dia gk peduli sama rakyatnya dia peduli sama uang saja
2020-10-10T11:06:53Z;Maret;biar dibilang kerja tuh anggota dpr
2020-10-10T11:05:40Z;Maret;Saya aja ngak jd nikahan padahal sudah tak rancang sejauh-jauhnya dan malah bulan Oktober saya yg dari Jatim ngak bs nikahan dgn wanita saya yg rumahnya di Tangsel demi mjg dan ikut protokol negara.terimakasih mba nana....??????
2020-10-10T11:04:46Z;Maret;Bukan ngejar setoran mba..soalnya mereka kan dikit lagi ada penggantian ,,makanya mereka buru2x ngambil duitnya dari hasil proyek2x lah rugi katanya..tolong sita uang mentri dan pejabat lain..yg sudah merugikan rakyat ini
2020-10-10T10:55:20Z;Maret;Untuk pemilihan di masa yang akan datang ingat 2 partai ini DEMOKRAT dan PKS Catat...
2020-10-10T10:54:40Z;Maret;Suara rakyat ngk di dengar sama pemerintah.
2020-10-10T10:47:16Z;Maret;"mungkin pemerintah punya pertimbangan lain.. karena desakan pertumbuhan ekonomi... klo masalah corona,menurut sy itu tergantung setiap individu masing&quot;.. klo masih banyak pelanggaran protokol kesehatan.. sampai seumur hiduppun nggak bakal hilang tuh virus.. semua ada konsekuensinya,ada sebab juga ada akibat... itu cuma pendapat sy sih.. ????????????"
2020-10-10T10:46:28Z;Maret;"saya stuju pembela negara ini <br>kalo menurut saya hati&quot; kepada dpr rakyat tidak bodoh"
2020-10-10T10:39:49Z;Maret;Sosok yg lebih dewasa dari kebanyakan yg ada di gedung sana
2020-10-10T10:31:24Z;Maret;Rezim ini benar2 kotor.......klo puan yg jdi bayang2 si mbok sebagai pion2 d papan catur si mak mincong  yg punya propisal pilitik :sikut saya pasti  saya ikut....ini akan mementingkan isi perut lupa akan isi otak...ada  rencana besar dalam sejarah di mana mereka adalah seorang yg ngaku pling pancasila tp gk ngerti apa itu pancasila
2020-10-10T10:21:03Z;Maret;Kasih tau mbak sama mereka, tukang bakso di kampung kami aja di kritik kalok gk enak buatanya apalagi jadi pemimpin bangsa, jadi kalok gk sanggup kuping mereka di kritik ngausah jadi pemimpin <br>Main main ke medan kelen biar tau kata kata pakek otak kau sebelum bertindak
2020-10-10T10:14:30Z;Maret;Investor yang mau cari gampang silahkan ke vietnam atau china! Nanti nya mereka yg tersingkir dari persaingan ketat atau yg tidak tertampung disana toh bakal kemari juga!
2020-10-15T09:22:42Z;Maret;"mantaap suarakn kluhan rakyat...angota dewan cm mikirn kdudukn &amp; uaang"
2020-10-15T09:21:53Z;Maret;aku suka gaya mu kak..... mau kah memimpin negriku 2024?..... pemimpin yang cerdas,open minded,good looking pula...sehat sehalu kak,murah rezeki,selalu menjadi terbaik versi dirimu....
2020-10-15T09:19:49Z;Maret;Inikan oponi lho, giliran ekonomi terpuruk paling komentar koq fokus covid 19. Bacot
2020-10-15T08:28:00Z;Maret;Wakili suara kami rakyat kecil kak <br>Wakili suara kami rakyat kecil kak <br>Wakili suara kami rakyat kecil kak <br>Wakili suara kami rakyat kecil kak
2020-10-15T08:07:08Z;Maret;Dasar DPR gilla...lebih Baiq DPR di hapus dari negara Indonesia karna DPR cmn pentingkan diri sendiri....nggak pernah peduli sama rakyat.......
2020-10-15T07:55:49Z;Maret;"SEANDAINYA PAS WAKTU DEMO ADA PEMERIKSA&#39;AN SUHU BADAN TAK JAMIN 100% SEMUA PENDEMO POSITIF CORONA. <br><br>SEANDAINYA KALO ADA PEMERIKSA&#39;AN SUHU BADAN."
2020-10-15T03:59:54Z;Maret;Perasaan di DPR GK ada yg namanya tuan??
2020-10-15T03:44:10Z;Maret;DPR DEWAN PERWAKILAN.RAMPOK
2020-10-15T03:32:06Z;Maret;"Keberanaianmu dan kejujuranmu membuat rakyat Indonesia bisa merasakan ketenangan&#39;"
2020-10-15T03:02:46Z;Maret;UDAH DI DUKUNG OLEH RAKYAT MALAH NGELUNJAK GA NGOTAK EMNG
2020-10-15T01:56:04Z;Maret;Jangan pangil Terhormat.... Pangil aja Nyonya Tuan P.encabut Nyawa??????
2020-10-15T00:55:07Z;Maret;"Penguasa telah menunjukan kekuasaan nya,maka tunjukan lah ya Allah SWT. kekuasaanmu, sesungguhnya engkaulah yang sudah mengatur alur cerita di dunia ini,aku hanya berlindung kepadamu ya Allah baik buruknya manusia sungguh aku tidak berhak menyatakannya,karena baik buruknya manusia hanyalah engkau yang mengetahuinya, aku baik di mata orang&quot; belum tentu di hadapanmu aku baik maka aku serahkan urusan di dunia ini kepadamu.<br>Semangat semoga Allah SWT.melindungi negara kita aminnnn"
